alex,burke1,wrote first comments,2
alex,burke1,got new comment,a,meaning,alex_p1m2,1,
alex,burke1,got new comment,a,structure,alex_p1m1,1,
alex,burke1,got new comment,a,language,alex_p1m0,1,
alex,burke1,wrote first comments,2
alex,burke1,got new comment,a,meaning,alex_p1m2,1,
alex,burke1,got new comment,a,structure,alex_p1m1,1,
alex,burke1,got new comment,a,language,alex_p1m0,1,
alex,burke1,wrote first comments,2
alex,burke1,got new comment,a,meaning,alex_p1m2,1,
alex,burke1,got new comment,a,structure,alex_p1m1,1,
alex,burke1,got new comment,a,language,alex_p1m0,1,
alex,burke1,wrote first comments,2
alex,burke1,got new comment,a,meaning,alex_p1m2,1,
alex,burke1,got new comment,a,structure,alex_p1m1,1,
alex,burke1,got new comment,a,language,alex_p1m0,1,
alex,burke1,wrote first comments,2
alex,burke1,got new comment,a,meaning,alex_p1m2,1,
alex,burke1,got new comment,a,structure,alex_p1m1,1,
alex,burke1,got new comment,a,language,alex_p1m0,1,
alex,burke1,wrote first comments,2
alex,burke1,got new comment,a,meaning,alex_p1m2,1,
alex,burke1,got new comment,a,structure,alex_p1m1,1,
alex,burke1,got new comment,a,language,alex_p1m0,1,
alex,burke1,got new comment,a,meaning,alex_p1m2,1,
alex,burke1,got new comment,a,structure,alex_p1m1,1,
alex,burke1,got new comment,a,language,alex_p1m0,1,



























